ID_PAID;DATA;COOKIEID;ID_SEX;ID_ETA;ID_INTERESSE_1;ID_INTERESSE2;ID_INTERESSE3;ID_DEVICE;ID_TYPE;PAGEVIEW_INDEX;NUM;ID_CAMPAIGN;ID_SOTTO1;ID_SOTTO2;ID_SOTTO3;ID_COUNTRY;ID_PROVINCIA;ID_CITY
1709093;03/11/2019;0000000000000000002d89e746c8a05c2;3;1;25;25;25;2;1;1;1;27;2;2;2;1;4;4
1709094;03/11/2019;0000000000000000002d89f00dd0e05d6;2;1;34;25;25;2;1;1;2;27;2;2;2;1;1;1
1709095;03/11/2019;0000000000000000002d89f00dd0e05d6;2;1;34;25;25;2;1;1;1;26;2;2;2;1;1;1
1709096;03/11/2019;0000000000000000002d8a23a380e0204;2;1;29;21;23;2;1;1;1;11;47;2;2;1;2;2
1709097;03/11/2019;0000000000000000002d8a32c149005e2;3;1;25;25;25;1;1;1;1;26;2;2;2;1;2;2
1709098;03/11/2019;0000000000000000002d8a3fc84ce05ca;2;2;13;16;25;1;2;1;1;27;2;2;2;1;19;56
1709099;03/11/2019;0000000000000000002d8a3fc84ce05ca;2;2;13;16;25;1;1;1;1;27;2;2;2;1;19;56
1709100;03/11/2019;0000000000000000002d8a426307c0194;1;5;16;13;35;2;1;3;1;27;2;2;2;1;5;63
1709101;03/11/2019;0000000000000000002d8a426307c0194;1;5;16;13;35;2;1;3;1;26;2;2;2;1;5;63
1709102;03/11/2019;0000000000000000002d8a45fe6b605d3;2;1;29;16;26;1;1;1;1;26;93;36;35;1;2;25
1709103;03/11/2019;0000000000000000002d8a4a8abde0103;1;5;19;32;33;2;1;3;1;14;81;251;2;1;4;4
1709104;03/11/2019;0000000000000000002d8a4fdadcc05be;1;2;26;13;16;2;1;1;1;27;26;43;2;1;4;4
1709105;03/11/2019;0000000000000000002d8a505c678059c;2;3;13;18;33;2;1;1;1;20;2;2;2;1;4;4
1709106;03/11/2019;0000000000000000002d8a58d3bfa059e;2;1;29;33;26;2;1;2;1;26;24;83;36;5;16;21
1709107;03/11/2019;0000000000000000002d8a5b624d4059b;2;6;16;26;11;3;1;3;1;27;145;10;7;1;4;4
1709108;03/11/2019;0000000000000000002d8a605856805c6;3;1;25;25;25;2;1;1;1;17;2;2;2;1;4;4
1709109;03/11/2019;0000000000000000002d8a66fbd9e05ce;2;3;32;21;33;2;1;5;1;15;11;61;26;1;4;4
1709110;03/11/2019;0000000000000000002d8a6cf298a011d;2;2;13;25;25;2;1;1;1;26;2;2;2;1;5;128
1709111;03/11/2019;0000000000000000002d8a87e5a2e0584;2;1;29;30;25;2;1;1;1;11;2;2;2;1;13;15
1709112;03/11/2019;0000000000000000002d8a8aa260405c7;1;2;26;25;25;2;1;2;1;10;2;2;2;1;2;2
1709113;03/11/2019;0000000000000000002d8a90917d605b3;2;1;8;25;25;2;2;2;1;26;2;2;2;1;1;5
1709114;03/11/2019;0000000000000000002d8a90917d605b3;2;1;8;25;25;2;1;2;1;26;2;2;2;1;1;5
1709115;03/11/2019;0000000000000000002d8ab4f3b9e059e;1;5;19;7;32;2;1;4;1;23;157;27;2;1;2;2
1709116;03/11/2019;0000000000000000002d8aba993960593;2;1;29;33;13;2;1;1;2;27;35;24;2;1;4;4
1709117;03/11/2019;0000000000000000002d8aba993960593;2;1;29;33;13;2;1;1;2;26;35;24;2;1;4;4
1709118;03/11/2019;0000000000000000002d8ac9122d60581;2;2;13;31;25;2;1;2;1;26;2;2;2;1;13;60
1709119;03/11/2019;0000000000000000002d8ace8389605e0;1;2;31;28;8;1;1;2;1;26;80;109;2;1;9;10
1709120;03/11/2019;0000000000000000002d8acf4ad760593;3;1;25;25;25;1;1;1;1;10;2;2;2;1;25;81
1709121;03/11/2019;0000000000000000002d8acf4ad760593;3;1;25;25;25;1;1;1;1;27;2;2;2;1;25;81
1709122;03/11/2019;0000000000000000002d8acf8495e05dd;3;1;25;25;25;1;1;1;1;27;2;2;2;1;13;15
1709123;03/11/2019;0000000000000000002d8acff299605dc;1;1;35;29;26;2;1;3;1;27;83;26;49;1;4;4
1709124;03/11/2019;0000000000000000002d8ad78681605c4;1;2;19;22;28;2;1;5;1;26;79;40;217;1;4;4
1709125;03/11/2019;0000000000000000002d8ad78681605c4;1;2;19;22;28;2;1;5;1;27;79;40;217;1;4;4
1709126;03/11/2019;0000000000000000002d8ae53c1b205d5;3;1;25;25;25;2;1;1;1;24;2;2;2;1;4;4
1709127;03/11/2019;0000000000000000002d8af9f105c05b0;1;4;31;13;28;1;1;5;2;27;11;42;2;1;2;2
1709128;03/11/2019;0000000000000000002d8af9f105c05b0;1;4;31;13;28;1;1;5;3;26;11;42;2;1;2;2
1709129;03/11/2019;0000000000000000002d8afb649880584;3;1;25;25;25;2;1;5;1;15;2;2;2;1;13;117
1709130;03/11/2019;0000000000000000002d8b01c384a05b4;1;2;25;16;28;2;1;1;2;27;9;12;2;1;4;4
1709131;03/11/2019;0000000000000000002d8b0f227c605b9;1;1;35;25;16;2;1;4;1;17;2;2;2;1;6;62
1709132;03/11/2019;0000000000000000002d8b1115ed605de;3;1;25;25;25;2;1;3;1;22;2;2;2;1;31;72
1709133;03/11/2019;0000000000000000002d8b14ea33a05b0;3;1;25;25;25;1;1;0;1;26;2;2;2;1;18;23
1709134;03/11/2019;0000000000000000002d8b2636d1405e2;2;3;13;21;26;2;1;3;1;19;17;100;2;1;4;4
1709135;03/11/2019;0000000000000000002d8b265eca605ca;1;7;32;21;28;2;1;4;1;26;11;17;3;1;20;29
1709136;03/11/2019;0000000000000000002d8b288a32605cb;2;1;21;18;32;2;1;1;1;10;44;2;2;10;27;53
1709137;03/11/2019;0000000000000000002d8b33ab9fa0596;1;5;19;32;26;2;1;5;1;10;27;11;81;1;4;4
1709138;03/11/2019;0000000000000000002d8b33ab9fa0596;1;5;19;32;26;2;1;5;1;18;27;11;81;1;4;4
1709139;03/11/2019;0000000000000000002d8b6631d200234;2;1;29;26;23;2;1;1;2;26;149;49;164;5;16;21
1709140;03/11/2019;0000000000000000002d8b6631d200234;2;1;29;26;23;2;1;1;2;27;149;49;164;5;16;21
1709141;03/11/2019;0000000000000000002d8b74546de05ca;1;1;11;25;25;2;1;2;1;27;2;2;2;1;4;4
1709142;03/11/2019;0000000000000000002d8b7b995f005c6;1;5;23;19;33;2;1;1;1;16;251;118;2;1;10;11
1709143;03/11/2019;0000000000000000002d8b965d1a805cf;1;1;21;18;33;2;2;2;1;17;17;3;114;1;4;4
1709144;03/11/2019;0000000000000000002d8b965d1a805cf;1;1;21;18;33;2;1;2;1;17;17;3;114;1;4;4
1709145;03/11/2019;0000000000000000002d8ba56888805b6;1;5;19;25;25;2;1;4;1;20;2;2;2;1;4;4
1709146;03/11/2019;0000000000000000002d8bb7a11b2059f;1;2;31;3;19;2;1;1;4;26;152;90;2;1;13;60
1709147;03/11/2019;0000000000000000002d8bc4209dc05b1;2;1;29;32;18;2;1;1;1;24;243;44;2;1;2;2
1709148;03/11/2019;0000000000000000002d8bc57dc8605a9;1;7;21;32;28;1;1;2;1;26;11;4;117;1;12;14
1709149;03/11/2019;0000000000000000002d8bc57dc8605a9;1;7;21;32;28;1;1;2;1;27;11;4;117;1;12;14
1709150;03/11/2019;0000000000000000002d8bc5bd74805c0;2;1;21;29;6;2;1;1;1;22;3;122;35;1;4;4
1709151;03/11/2019;0000000000000000002d8bc90f96605c4;2;2;13;16;25;2;1;1;1;26;2;2;2;1;3;3
1709152;03/11/2019;0000000000000000002d8bc9d06d605d7;3;1;25;25;25;2;1;2;1;27;2;2;2;1;4;4
1709153;03/11/2019;0000000000000000002d8c08a266405b7;2;6;23;22;33;2;1;5;1;25;2;2;2;1;13;15
1709154;03/11/2019;0000000000000000002d8c092c14005e3;1;3;19;21;27;2;1;1;1;15;27;45;3;1;7;8
1709155;03/11/2019;0000000000000000002d8c0cd36c805b3;1;1;25;25;25;1;1;1;1;27;2;2;2;1;4;4
1709156;03/11/2019;0000000000000000002d8c18ff23605a7;2;5;23;33;18;2;1;1;1;12;15;2;2;1;2;25
1709157;03/11/2019;0000000000000000002d8c1a5432c05b8;2;6;3;11;29;2;1;5;1;23;2;2;2;1;2;2
1709158;03/11/2019;0000000000000000002d8c1a5432c05b8;2;6;3;11;29;2;1;5;1;16;2;2;2;1;2;2
1709159;03/11/2019;0000000000000000002d8c2b677fe05cd;2;1;29;33;25;2;1;1;1;13;2;2;2;1;4;4
1709160;03/11/2019;0000000000000000002d8c2b677fe05cd;2;1;29;33;25;2;2;1;1;13;2;2;2;1;4;4
1709161;03/11/2019;0000000000000000002d8c2b9792e05a5;2;1;13;29;28;2;1;1;1;20;102;49;2;1;4;4
1709162;03/11/2019;0000000000000000002d8c30df92005cc;1;2;31;32;16;1;1;3;1;26;2;2;2;1;2;58
1709163;03/11/2019;0000000000000000002d8c31554b005da;3;1;25;25;25;2;1;0;2;27;2;2;2;1;11;18
1709164;03/11/2019;0000000000000000002d8c367ce78059b;1;4;7;33;17;2;1;1;1;27;2;2;2;1;4;4
1709165;03/11/2019;0000000000000000002d8c3b007e005b9;1;1;35;34;33;2;1;1;1;21;10;182;211;1;4;4
1709166;03/11/2019;0000000000000000002d8c3c15174059d;1;1;28;7;3;2;1;5;2;26;9;12;2;1;2;2
1709167;03/11/2019;0000000000000000002d8c3c15174059d;1;1;28;7;3;2;1;5;2;27;9;12;2;1;2;2
1709168;03/11/2019;0000000000000000002d8c405e1b40593;3;1;25;25;25;2;1;0;1;25;2;2;2;1;32;73
1709169;03/11/2019;0000000000000000002d8c4540faa05ac;2;5;31;26;18;2;1;2;1;14;26;51;30;1;4;4
1709170;03/11/2019;0000000000000000002d8c4780a8205b7;1;2;26;13;16;2;1;2;1;26;2;2;2;1;9;85
1709171;03/11/2019;0000000000000000002d8c4780a8205b7;1;2;26;13;16;2;1;2;1;27;2;2;2;1;9;85
1709172;03/11/2019;0000000000000000002d8c578940205c3;2;6;22;13;11;2;1;2;1;18;51;3;145;1;13;15
1709173;03/11/2019;0000000000000000002d8c58955ca05bf;2;6;26;29;33;2;1;5;1;27;48;15;7;1;4;4
1709174;03/11/2019;0000000000000000002d8c599111a05a7;1;5;30;31;16;2;1;5;1;22;144;2;2;1;3;3
1709175;03/11/2019;0000000000000000002d8c599111a05a7;1;5;30;31;16;2;1;5;1;10;144;2;2;1;3;3
1709176;03/11/2019;0000000000000000002d8c5dee72805cf;3;1;25;25;25;2;1;1;1;15;2;2;2;1;19;24
1709177;03/11/2019;0000000000000000002d8c63e5e2405ba;3;1;25;25;25;2;1;3;1;26;2;2;2;1;4;4
1709178;03/11/2019;0000000000000000002d8c6b6391c0580;2;3;32;21;22;2;1;2;1;15;11;26;51;5;16;21
1709179;03/11/2019;0000000000000000002d8c733d59a05b4;2;5;13;11;16;2;1;5;5;20;2;2;2;1;4;4
1709180;03/11/2019;0000000000000000002d8c733d59a05b4;2;5;13;11;16;2;1;5;3;22;2;2;2;1;4;4
1709181;03/11/2019;0000000000000000002d8c733d59a05b4;2;5;13;11;16;2;1;5;3;11;2;2;2;1;4;4
1709182;03/11/2019;0000000000000000002d8c733d59a05b4;2;5;13;11;16;2;1;5;1;27;2;2;2;1;4;4
1709183;03/11/2019;0000000000000000002d8c733d59a05b4;2;5;13;11;16;2;1;5;2;21;2;2;2;1;4;4
1709184;03/11/2019;0000000000000000002d8c733d59a05b4;2;5;13;11;16;2;1;5;1;12;2;2;2;1;4;4
1709185;03/11/2019;0000000000000000002d8c733d59a05b4;2;5;13;11;16;2;1;5;2;10;2;2;2;1;4;4
1709186;03/11/2019;0000000000000000002d8cb4c5ddc05df;2;1;29;13;25;1;1;1;1;27;2;2;2;1;13;15
1709187;03/11/2019;0000000000000000002d8cb4c5ddc05df;2;1;29;13;25;1;1;1;1;26;2;2;2;1;13;15
1709188;03/11/2019;0000000000000000002d8cbd807fc05a3;2;1;29;8;11;2;1;1;1;12;102;183;2;1;4;4
1709189;03/11/2019;0000000000000000002d8cc1019f60596;2;3;21;13;32;1;1;2;1;26;11;25;145;1;19;24
1709190;03/11/2019;0000000000000000002d8cde437160592;2;3;13;28;34;2;1;1;1;10;2;2;2;1;2;2
1709191;03/11/2019;0000000000000000002d8ce70c97c05ac;3;1;25;25;25;1;1;0;1;26;2;2;2;1;2;2
1709192;03/11/2019;0000000000000000002d8ce70c97c05ac;3;1;25;25;25;1;1;0;1;27;2;2;2;1;2;2
1709193;03/11/2019;0000000000000000002d8cf21af4005d5;1;5;19;25;16;1;1;2;1;27;27;157;2;1;11;59
1709194;03/11/2019;0000000000000000002d8cf21af4005d5;1;5;19;25;16;1;1;2;3;26;27;157;2;1;11;59
1709195;03/11/2019;0000000000000000002d8cf6271ac0596;1;5;19;3;16;2;1;5;1;16;2;2;2;1;9;20
1709196;03/11/2019;0000000000000000002d8cf6271ac0596;1;5;19;3;16;2;1;5;1;23;2;2;2;1;9;20
1709197;03/11/2019;0000000000000000002d8cfa9a2920580;2;2;13;25;25;2;1;1;1;12;2;2;2;1;4;4
1709198;03/11/2019;0000000000000000002d8cfc19f840596;1;7;32;19;21;2;1;1;1;28;11;27;23;1;3;3
1709199;03/11/2019;0000000000000000002d8d184a58c05b6;3;1;25;25;25;1;1;1;1;18;2;2;2;1;4;4
1709200;03/11/2019;0000000000000000002d8d59ef9be05a8;1;7;21;19;28;2;1;2;1;17;27;251;2;1;4;4
1709201;03/11/2019;0000000000000000002d8d66db37a05c7;1;7;21;26;23;2;1;2;1;26;48;17;21;1;4;4
1709202;03/11/2019;0000000000000000002d8d6cab5be05bc;2;3;21;26;34;2;1;3;1;26;11;26;43;1;4;4
1709203;03/11/2019;0000000000000000002d8d713c0140101;1;2;26;11;25;2;1;1;1;10;26;2;2;1;13;15
1709204;03/11/2019;0000000000000000002d8d8182ce205ae;1;7;19;21;32;1;1;5;1;27;11;100;203;1;25;101
1709205;03/11/2019;0000000000000000002d8d930329605b6;2;3;13;18;23;2;1;1;1;27;2;2;2;1;4;4
1709206;03/11/2019;0000000000000000002d8d9f318b805d5;2;1;3;8;6;2;1;1;1;27;42;80;2;1;11;18
1709207;03/11/2019;0000000000000000002d8da3025fa05c2;2;6;26;31;29;2;1;5;1;10;14;43;27;1;4;4
1709208;03/11/2019;0000000000000000002d8dacfd9260595;2;1;33;29;25;2;1;5;1;21;2;2;2;1;3;3
1709209;03/11/2019;0000000000000000002d8dae5930c05df;1;5;19;33;17;2;1;1;1;18;251;118;2;1;13;60
1709210;03/11/2019;0000000000000000002d8daeb8fd20593;1;4;32;18;7;2;1;1;1;26;11;2;2;1;4;4
1709211;03/11/2019;0000000000000000002d8db03afd605d4;2;1;21;13;33;2;1;2;1;26;25;40;203;1;2;31
1709212;03/11/2019;0000000000000000002d8db34ecd405c8;2;5;26;18;33;2;1;5;1;12;4;48;118;1;4;4
1709213;03/11/2019;0000000000000000002d8db4953ca0583;1;3;27;26;29;1;1;2;2;14;18;25;115;1;3;3
1709214;03/11/2019;0000000000000000002d8db8bf93005af;2;6;13;29;35;2;1;1;1;15;49;164;35;1;4;4
1709215;03/11/2019;0000000000000000002d8dba6e05a0131;3;1;25;25;25;2;1;1;1;20;2;2;2;1;13;15
1709216;03/11/2019;0000000000000000002d8dbb1a2d005cb;1;4;25;25;25;3;1;4;2;20;2;2;2;1;2;48
1709217;03/11/2019;0000000000000000002d8dc4712fe05de;2;5;33;26;8;2;1;2;1;26;2;2;2;1;2;2
1709218;03/11/2019;0000000000000000002d8dcd7093c05da;2;1;11;26;34;2;1;1;1;27;26;43;2;1;5;26
1709219;03/11/2019;0000000000000000002d8de6aaa5c05c3;1;2;7;28;25;2;1;5;1;28;2;2;2;1;4;4
1709220;03/11/2019;0000000000000000002d8de811528018d;1;1;31;35;16;2;1;3;1;27;222;15;2;5;16;21
1709221;03/11/2019;0000000000000000002d8df20260e0590;2;1;34;35;13;2;1;2;1;26;2;2;2;1;11;18
1709222;03/11/2019;0000000000000000002d8dfbd621e0580;3;1;25;25;25;1;1;1;3;27;2;2;2;1;2;2
1709223;03/11/2019;0000000000000000002d8dfd2dd8a05a7;2;3;26;11;19;2;1;5;1;14;43;100;131;1;1;5
1709224;03/11/2019;0000000000000000002d8e0eb88f805a3;2;2;13;25;25;2;1;1;1;26;2;2;2;1;13;15
1709225;03/11/2019;0000000000000000002d8e0fcb78205e3;3;1;25;25;25;2;1;1;1;27;2;2;2;1;4;4
1709226;03/11/2019;0000000000000000002d8e11921a00226;2;2;13;26;16;2;1;1;2;20;2;2;2;1;2;104
1709227;03/11/2019;0000000000000000002d8e1aae2640598;1;2;3;28;19;2;1;5;1;16;11;27;9;1;6;37
1709228;03/11/2019;0000000000000000002d8e3eb6f9e05b2;1;2;26;30;3;1;1;4;1;26;2;2;2;1;4;4
1709229;03/11/2019;0000000000000000002d8e3eb6f9e05b2;1;2;26;30;3;1;1;4;1;27;2;2;2;1;4;4
1709230;03/11/2019;0000000000000000002d8e3eb6f9e05b2;1;2;26;30;3;1;2;4;1;26;2;2;2;1;4;4
1709231;03/11/2019;0000000000000000002d8e41090fa05a2;3;1;25;25;25;1;1;0;1;26;2;2;2;1;11;51
1709232;03/11/2019;0000000000000000002d8e44a065c05c6;2;1;29;27;30;2;1;3;1;28;2;2;2;1;4;4
1709233;03/11/2019;0000000000000000002d8e46288aa0598;2;1;35;29;23;2;1;1;2;27;2;2;2;1;7;54
1709234;03/11/2019;0000000000000000002d8e5da5e760582;2;1;29;13;34;2;1;1;1;17;36;2;2;5;16;21
1709235;03/11/2019;0000000000000000002d8e6044472058d;3;1;25;25;25;2;1;1;2;28;2;2;2;5;16;21
1709236;03/11/2019;0000000000000000002d8e6044472058d;3;1;25;25;25;2;2;1;2;28;2;2;2;5;16;21
1709237;03/11/2019;0000000000000000002d8e7d74656058e;3;1;25;25;25;2;1;3;1;26;2;2;2;1;3;3
1709238;03/11/2019;0000000000000000002d8e7d74656058e;3;1;25;25;25;2;1;3;2;27;2;2;2;1;3;3
1709239;03/11/2019;0000000000000000002d8e9bea02a05c1;2;1;17;33;7;2;1;1;2;27;61;2;2;1;9;20
1709240;03/11/2019;0000000000000000002d8ea7f268605c2;2;1;29;26;33;2;1;2;1;27;43;26;2;1;25;47
1709241;03/11/2019;0000000000000000002d8eaa0295e0586;2;6;21;26;32;2;1;5;1;26;102;11;118;1;7;8
1709242;03/11/2019;0000000000000000002d8eb237302059c;1;3;18;32;3;2;1;2;1;18;4;72;2;1;4;4
1709243;03/11/2019;0000000000000000002d8eb6c7b6a05a8;3;1;25;25;25;2;1;1;1;23;2;2;2;1;4;4
1709244;03/11/2019;0000000000000000002d8eba1982a0262;2;7;22;21;18;2;1;2;1;11;3;2;2;1;7;8
1709245;03/11/2019;0000000000000000002d8ebd941260229;2;1;26;28;7;2;1;2;1;13;12;2;2;1;2;2
1709246;03/11/2019;0000000000000000002d8ebda9cc00594;3;1;25;25;25;2;1;1;2;27;2;2;2;1;4;4
1709247;03/11/2019;0000000000000000002d8ec0bc84205c6;1;5;32;19;31;2;1;5;1;14;11;27;6;1;3;3
1709248;03/11/2019;0000000000000000002d8ec27821a0146;1;2;31;11;3;2;1;1;1;27;152;90;2;1;7;8
1709249;03/11/2019;0000000000000000002d8ed17193205d4;1;1;30;29;25;2;1;4;1;26;2;2;2;1;2;2
1709250;03/11/2019;0000000000000000002d8ed17193205d4;1;1;30;29;25;2;1;4;2;27;2;2;2;1;2;2
1709251;03/11/2019;0000000000000000002d8edf960f205d9;1;5;19;21;31;2;1;5;1;10;67;25;15;1;4;4
1709252;03/11/2019;0000000000000000002d8ee0332e0058b;3;1;25;25;25;1;1;0;5;27;2;2;2;1;32;77
1709253;03/11/2019;0000000000000000002d8ef06804805b1;2;4;26;23;21;2;1;2;1;11;14;15;118;1;7;8
1709254;03/11/2019;0000000000000000002d8efa87f98059b;3;1;25;25;25;2;1;1;1;19;2;2;2;1;13;60
1709255;03/11/2019;0000000000000000002d8f02eb04e05ae;1;4;26;31;8;1;1;1;1;28;38;26;63;1;19;24
1709256;03/11/2019;0000000000000000002d8f02eb04e05ae;1;4;26;31;8;1;1;1;1;15;38;26;63;1;19;24
1709257;03/11/2019;0000000000000000002d8f07a6c4405a9;3;1;25;25;25;1;1;1;2;27;2;2;2;26;46;122
1709258;03/11/2019;0000000000000000002d8f189c65405ce;2;1;29;6;34;2;1;1;1;26;19;134;5;1;4;4
1709259;03/11/2019;0000000000000000002d8f189c65405ce;2;1;29;6;34;2;1;1;1;27;19;134;5;1;4;4
1709260;03/11/2019;0000000000000000002d8f3f4b67c0592;3;1;25;25;25;1;1;3;1;27;2;2;2;1;3;3
1709261;03/11/2019;0000000000000000002d8f402254e05d0;1;1;16;25;33;2;1;3;1;26;32;182;9;1;4;4
1709262;03/11/2019;0000000000000000002d8f52389340139;1;1;33;25;25;2;1;2;1;12;2;2;2;1;4;4
1709263;03/11/2019;0000000000000000002d8f5f7ff2c011c;1;3;23;18;25;2;1;5;1;26;2;2;2;1;2;2
1709264;03/11/2019;0000000000000000002d8f60905ba0598;1;7;16;32;18;2;1;3;1;10;11;33;63;1;31;72
1709265;03/11/2019;0000000000000000002d8f68dd58605d0;1;5;19;33;17;2;1;1;1;12;251;118;2;1;2;2
1709266;03/11/2019;0000000000000000002d8f877448005d1;3;1;25;25;25;2;1;0;1;26;2;2;2;1;7;71
1709267;03/11/2019;0000000000000000002d8f9058e44015e;2;5;26;23;33;2;1;2;1;25;43;132;118;1;9;10
1709268;03/11/2019;0000000000000000002d8f9f39d380596;2;6;33;26;29;2;1;5;2;26;43;47;103;1;3;3
1709269;03/11/2019;0000000000000000002d8f9f39d380596;2;6;33;26;29;2;1;5;1;11;43;47;103;1;3;3
1709270;03/11/2019;0000000000000000002d8fa6542ac05d7;3;1;25;25;25;2;1;1;1;11;2;2;2;1;4;4
1709271;03/11/2019;0000000000000000002d8fac62c9c0594;2;2;13;25;25;2;1;1;2;27;2;2;2;2;8;9
1709272;03/11/2019;0000000000000000002d8fb8ebf1c0595;2;1;26;33;8;2;1;4;1;26;26;43;48;1;4;4
1709273;03/11/2019;0000000000000000002d8fc5cde040581;2;6;33;13;29;2;1;2;1;25;2;2;2;1;4;4
1709274;03/11/2019;0000000000000000002d8fdf45cc0058f;2;2;23;26;16;2;1;5;1;10;2;2;2;1;4;4
1709275;03/11/2019;0000000000000000002d8fe848fac0589;1;5;19;25;25;2;1;4;2;23;157;2;2;1;4;4
1709276;03/11/2019;0000000000000000002d8ff50f71401a6;2;1;26;34;33;2;1;5;1;27;48;132;43;1;4;4
1709277;03/11/2019;0000000000000000002d9004db40c05e3;3;1;25;25;25;1;1;1;1;26;2;2;2;1;11;59
1709278;03/11/2019;0000000000000000002d90091c28605ac;2;1;13;34;35;2;1;1;4;26;2;2;2;1;2;2
1709279;03/11/2019;0000000000000000002d900a0517605b9;1;2;19;26;16;1;1;1;1;27;2;2;2;1;2;2
1709280;03/11/2019;0000000000000000002d900a0517605b9;1;2;19;26;16;1;1;1;1;26;2;2;2;1;2;2
1709281;03/11/2019;0000000000000000002d900a0517605b9;1;2;19;26;16;1;1;1;1;22;2;2;2;1;2;2
1709282;03/11/2019;0000000000000000002d900b446d2059f;3;1;25;25;25;2;1;0;1;26;2;2;2;1;2;2
1709283;03/11/2019;0000000000000000002d900b79f4205be;2;1;29;21;33;2;1;1;1;27;14;2;2;5;16;21
1709284;03/11/2019;0000000000000000002d900c51bb00593;3;1;25;25;25;2;1;1;2;27;2;2;2;5;16;21
1709285;03/11/2019;0000000000000000002d9015d12500255;2;2;13;26;33;2;1;1;1;22;2;2;2;1;4;4
1709286;03/11/2019;0000000000000000002d9017aa93805d5;3;1;25;25;25;1;1;0;2;26;2;2;2;1;3;3
1709287;03/11/2019;0000000000000000002d901b21b3a05b1;3;1;25;25;25;2;1;1;2;14;2;2;2;1;13;15
1709288;03/11/2019;0000000000000000002d901b21b3a05b1;3;1;25;25;25;2;2;1;1;14;2;2;2;1;13;15
1709289;03/11/2019;0000000000000000002d902511f6e05ac;1;1;30;18;25;2;1;1;1;21;2;2;2;1;4;4
1709290;03/11/2019;0000000000000000002d90284aca605c1;1;5;19;25;25;2;1;1;1;22;22;2;2;1;25;98
1709291;03/11/2019;0000000000000000002d903c5ed02058c;2;1;29;18;34;2;1;1;2;26;124;125;47;1;3;3
1709292;03/11/2019;0000000000000000002d903c5ed02058c;2;1;29;18;34;2;1;1;2;27;124;125;47;1;3;3
1709293;03/11/2019;0000000000000000002d9046a8a5e05d1;1;6;27;28;29;1;1;2;1;26;2;2;2;1;5;79
1709294;03/11/2019;0000000000000000002d90678190805ac;2;1;21;32;31;2;1;3;1;18;11;184;61;1;4;4
1709295;03/11/2019;0000000000000000002d908d9d2960596;3;1;25;25;25;2;1;1;1;27;2;2;2;3;14;17
1709296;03/11/2019;0000000000000000002d908ddbc4805ae;2;3;23;32;33;2;1;5;1;26;26;14;11;1;4;4
1709297;03/11/2019;0000000000000000002d90b217f0a0208;3;1;25;25;25;2;1;1;1;20;2;2;2;1;4;4
1709298;03/11/2019;0000000000000000002d90d6ddf640587;2;1;8;18;28;1;1;3;1;27;127;2;2;1;4;4
1709299;03/11/2019;0000000000000000002d90dd14e6e05a9;1;3;3;13;26;2;1;3;1;26;134;231;3;5;16;21
1709300;03/11/2019;0000000000000000002d90dd14e6e05a9;1;3;3;13;26;2;1;3;2;27;134;231;3;5;16;21
1709301;03/11/2019;0000000000000000002d90e452cfe05ba;3;1;25;25;25;2;1;3;1;27;2;2;2;1;4;4
1709302;03/11/2019;0000000000000000002d90e84218e05c4;1;2;19;32;26;2;1;3;1;16;11;26;43;1;2;2
1709303;03/11/2019;0000000000000000002d910962aac014e;3;1;25;25;25;2;1;0;1;27;2;2;2;1;7;8
1709304;03/11/2019;0000000000000000002d91106011605bc;2;4;17;23;33;2;1;2;1;27;15;131;100;14;33;76
1709305;03/11/2019;0000000000000000002d9136b4d2a058b;2;1;33;29;23;2;1;5;1;17;43;26;2;1;2;2
1709306;03/11/2019;0000000000000000002d9136b4d2a058b;2;1;33;29;23;2;1;5;1;26;43;26;2;1;2;2
1709307;03/11/2019;0000000000000000002d91479ac3005d5;2;6;22;11;29;2;1;5;1;22;43;26;2;1;4;4
1709308;03/11/2019;0000000000000000002d914e9a18a05af;1;2;26;17;25;2;1;5;1;26;2;2;2;1;2;2
1709309;03/11/2019;0000000000000000002d9152ef3920580;2;1;26;13;34;2;1;2;1;26;26;43;2;1;4;4
1709310;03/11/2019;0000000000000000002d91578605c05c0;2;4;17;13;23;2;1;2;1;12;145;60;2;1;4;4
1709311;03/11/2019;0000000000000000002d916019f1205b1;1;5;16;23;33;2;1;4;1;21;2;2;2;1;13;15
1709312;03/11/2019;0000000000000000002d9160986cc05cb;2;4;18;21;27;1;1;5;1;22;4;14;11;1;4;4
1709313;03/11/2019;0000000000000000002d9169f09c005a4;1;7;3;31;21;1;1;2;1;26;11;259;184;2;8;9
1709314;03/11/2019;0000000000000000002d917b85e0a058f;3;1;25;25;25;2;1;1;1;18;2;2;2;1;2;2
1709315;03/11/2019;0000000000000000002d9198b0bf405e0;2;2;26;32;33;2;1;2;1;27;8;114;11;1;4;4
1709316;03/11/2019;0000000000000000002d919d96c84059f;2;2;13;16;25;2;1;1;1;24;2;2;2;1;3;3
1709317;03/11/2019;0000000000000000002d91a3c0eee05c4;3;1;25;25;25;2;1;5;1;27;2;2;2;1;4;4
1709318;03/11/2019;0000000000000000002d91a90291805a2;3;1;25;25;25;2;1;1;1;27;2;2;2;1;4;4
1709319;03/11/2019;0000000000000000002d91a90291805a2;3;1;25;25;25;2;1;1;1;26;2;2;2;1;4;4
1709320;03/11/2019;0000000000000000002d91deb0efa05c3;2;3;13;21;26;2;1;1;1;24;200;7;146;1;4;4
